id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
16416648,Guest suite in Port Fairy · ★4.83 · 2 bedrooms · 3 beds · 1.5 baths,107587699,Phil & Trudi,,Moyne,-38.38568,142.21019,Entire home/apt,120,2,188,2023-11-11,2.22,1,44,17,
16426308,Guesthouse in Lorne · ★4.76 · 1 bedroom · 3 beds · 1 bath,27617907,Carol,,Surf Coast,-38.51564,143.97325,Entire home/apt,421,1,42,2023-10-28,0.50,12,355,1,
16427531,Home in Queenscliff · ★4.82 · 2 bedrooms · 5 beds · 1 bath,1579764,Peter,,Queenscliffe,-38.26406,144.66538,Entire home/apt,500,1,113,2023-12-15,1.39,1,0,17,
16428195,Guest suite in Torquay · ★4.95 · 3 bedrooms · 4 beds · 1 bath,5977775,Pam,,Surf Coast,-38.31659,144.34043,Entire home/apt,262,1,187,2023-11-18,2.20,1,58,7,
16429155,Townhouse in Barwon Heads · ★4.97 · 2 bedrooms · 3 beds · 2.5 baths,10900773,Debra,,Greater Geelong,-38.27794,144.49332,Entire home/apt,450,2,199,2023-12-22,2.34,1,148,22,
16433739,Home in Warrnambool · ★4.87 · 5 bedrooms · 7 beds · 3 baths,107753469,The F Project,,Warrnambool,-38.38362,142.47986,Entire home/apt,727,2,45,2023-03-12,0.56,1,144,4,
16445867,Cabin in Paraparap · ★4.64 · 3 bedrooms · 3 beds · 1 bath,73497951,Will,,Surf Coast,-38.30262,144.20543,Entire home/apt,336,2,120,2023-12-22,1.41,3,46,9,
16456756,Home in Ocean Grove · ★4.85 · 3 bedrooms · 3 beds · 1.5 baths,3049150,Jason,,Greater Geelong,-38.26583,144.54108,Entire home/apt,500,3,20,2023-02-06,0.24,1,348,6,
16480537,Farm stay in Cororooke · ★4.72 · 5 bedrooms · 7 beds · 1 shared bath,108191816,Rachael,,Colac Otway,-38.291,143.55163,Private room,85,1,148,2023-12-17,1.74,2,0,17,
16484197,Villa in Drysdale · ★4.97 · Studio · 1 bed · 1 bath,76516731,Jacques,,Greater Geelong,-38.16571,144.5889,Entire home/apt,250,2,89,2023-09-24,1.06,3,349,9,
16489465,Villa in Drysdale · ★4.93 · Studio · 1 bed · 1 bath,76516731,Jacques,,Greater Geelong,-38.16472,144.58732,Entire home/apt,250,2,69,2023-11-05,0.81,3,347,8,
16491395,Home in Geelong · ★4.63 · 1 bedroom · 1 bed · Half-bath,86456124,Zoran,,Greater Geelong,-38.15067,144.36855,Private room,30,7,8,2020-08-11,0.09,5,269,0,
16520978,Home in Port Fairy · ★4.90 · 3 bedrooms · 1 bed · 3 baths,49952925,Jane,,Moyne,-38.38225,142.24036,Entire home/apt,380,2,10,2020-07-10,0.12,4,0,0,
16534463,Home in Torquay · 4 bedrooms · 4 beds · 2 baths,51748440,Reservations Team,,Surf Coast,-38.32553,144.31221,Entire home/apt,432,2,2,2021-01-16,0.05,136,180,0,
16536222,Guesthouse in Anglesea · ★4.95 · 1 bedroom · 1 bed · 1 bath,106563308,Ella,,Surf Coast,-38.42325,144.176,Entire home/apt,198,1,346,2023-12-23,4.09,3,171,38,
16547422,Home in Geelong · ★4.08 · 1 bedroom · 1 bed · 1 bath,86456124,Zoran,,Greater Geelong,-38.1496,144.37036,Private room,41,3,12,2019-03-03,0.16,5,0,0,
16570986,Cabin in Dunkeld · ★4.83 · 2 bedrooms · 4 beds · 1 bath,71597690,Greta,,Southern Grampians,-37.65043,142.35213,Entire home/apt,157,2,229,2023-12-22,2.72,1,338,28,
16578924,Home in Point Lonsdale · ★4.94 · 4 bedrooms · 8 beds · 2 baths,4734145,Roslyn,,Queenscliffe,-38.2857,144.60496,Entire home/apt,475,2,31,2023-11-19,0.37,1,147,7,
16586557,Home in Lorne · ★4.59 · 3 bedrooms · 4 beds · 1.5 baths,109364754,Zoe & Juliet,,Surf Coast,-38.53956,143.97617,Entire home/apt,316,2,92,2023-12-23,1.09,1,300,25,
16589099,Bungalow in Portarlington · ★4.99 · 1 bedroom · 1 bed · 1 bath,47865258,Denise And Ian,,Greater Geelong,-38.11796,144.64259,Entire home/apt,128,1,412,2023-12-20,4.85,1,174,24,
16589875,Home in Port Fairy · ★5.0 · 3 bedrooms · 3 beds · 3 baths,49952925,Jane,,Moyne,-38.38289,142.24005,Entire home/apt,,2,8,2023-05-05,0.10,4,0,1,
16593711,Home in Wye River · ★5.0 · 3 bedrooms · 3 beds · 1.5 baths,61348629,Terence,,Colac Otway,-38.63321,143.88963,Entire home/apt,240,5,18,2023-01-29,0.22,2,157,1,
16605649,Home in Ocean Grove · ★4.91 · 3 bedrooms · 5 beds · 2 baths,45941294,Julie,,Greater Geelong,-38.26425,144.5398,Entire home/apt,750,2,11,2019-01-06,0.13,1,346,0,
16607453,Home in Woodford · ★5.0 · 4 bedrooms · 5 beds · 2 baths,109588946,Sarah,,Warrnambool,-38.31031,142.48631,Entire home/apt,1000,4,13,2020-03-08,0.15,1,74,0,
16624422,Townhouse in Lorne · ★4.92 · 2 bedrooms · 3 beds · 1 bath,109779258,Mandy,,Surf Coast,-38.53772,143.97034,Entire home/apt,230,2,181,2023-12-19,2.15,1,0,21,
16634462,Rental unit in Ocean Grove · ★4.78 · 2 bedrooms · 3 beds · 1 bath,109888644,Timothy & Martina,,Greater Geelong,-38.2658,144.52716,Entire home/apt,164,3,108,2023-12-13,1.27,1,0,15,
16650396,Home in Ocean Grove · ★4.71 · 1 bedroom · 1 bed · 1 private bath,63946133,Lorina,,Greater Geelong,-38.25376,144.55419,Private room,135,2,31,2023-11-25,0.37,2,173,12,
16668301,Townhouse in Portarlington · ★4.50 · 3 bedrooms · 4 beds · 2 baths,33177737,Jen,,Greater Geelong,-38.11627,144.66581,Entire home/apt,321,3,12,2023-01-01,0.14,1,160,2,
16676228,Rental unit in Warrnambool · ★4.21 · 1 bedroom · 2 beds · 1 bath,52055733,Erica,,Warrnambool,-38.3837,142.47906,Entire home/apt,180,1,43,2023-03-19,0.51,4,170,6,
16691156,Home in Aireys Inlet · ★4.88 · 4 bedrooms · 6 beds · 2 baths,76216318,David And Louise,,Surf Coast,-38.4576,144.10843,Entire home/apt,514,2,32,2023-06-12,0.38,1,57,6,
16705101,Home in Apollo Bay · ★4.84 · 3 bedrooms · 4 beds · 2 baths,23012645,Lisa,,Colac Otway,-38.75813,143.66698,Entire home/apt,662,2,109,2023-12-23,1.29,36,323,27,
16710465,Home in Torquay · ★4.96 · 4 bedrooms · 5 beds · 2.5 baths,9541665,Erika,,Surf Coast,-38.30917,144.34879,Entire home/apt,1086,2,25,2023-04-10,0.65,1,39,3,
16723662,Home in Port Fairy · ★5.0 · 4 bedrooms · 4 beds · 2.5 baths,34260250,Michelle,,Moyne,-38.38927,142.21946,Entire home/apt,921,3,27,2023-04-10,0.33,1,6,4,
16726565,Home in Apollo Bay · ★4.63 · 4 bedrooms · 7 beds · 2 baths,26021640,Smyth Real Estate,,Colac Otway,-38.75081,143.6657,Entire home/apt,493,3,32,2023-05-22,0.38,16,1,1,
16729323,Home in Torquay · ★4.81 · 4 bedrooms · 7 beds · 2 baths,110918301,Vanessa,,Surf Coast,-38.31212,144.35257,Entire home/apt,,2,81,2021-04-06,0.96,2,0,0,
16753687,Earthen home in Drysdale · ★4.93 · 2 bedrooms · 1 bed · 1 private bath,111163174,Elizabeth,,Greater Geelong,-38.19487,144.55718,Private room,190,2,109,2023-04-09,1.30,2,361,3,
16759494,Home in Lorne · ★4.86 · 3 bedrooms · 4 beds · 2 baths,32797761,Lorne Holiday,,Surf Coast,-38.52391,143.98471,Entire home/apt,891,2,80,2023-10-21,0.95,23,329,6,
16770876,Home in Anglesea · ★4.97 · 2 bedrooms · 4 beds · 1 bath,111346199,Pam,,Surf Coast,-38.42091,144.17139,Entire home/apt,190,3,35,2020-01-28,0.42,1,10,0,
16770926,Home in Moggs Creek · ★4.87 · 3 bedrooms · 5 beds · 1 bath,11805576,Justin,,Surf Coast,-38.46365,144.06575,Entire home/apt,286,2,223,2023-11-06,2.64,1,303,33,
16799868,Guest suite in Hamilton · ★4.88 · 1 bedroom · 1 bed · 1 bath,11710753,Bea,,Southern Grampians,-37.73338,142.07033,Entire home/apt,89,2,178,2023-12-16,2.12,1,65,22,
16802055,Home in Barwon Heads · ★4.22 · 3 bedrooms · 3 beds · 2 baths,78523316,Katie,,Greater Geelong,-38.26701,144.49571,Entire home/apt,,3,9,2022-04-17,0.19,1,0,0,
16847265,Home in Jan Juc · 4 bedrooms · 4 beds · 3 baths,111077216,Christina,,Surf Coast,-38.34336,144.29501,Entire home/apt,,4,2,2022-01-08,0.06,1,0,0,
16860645,Bungalow in Ocean Grove · ★4.90 · 1 bedroom · 5 beds · 1 bath,112335334,Stewart,,Greater Geelong,-38.25056,144.51237,Entire home/apt,183,2,220,2023-12-19,2.62,1,134,21,
16864608,Home in Clifton Springs · ★4.97 · 4 bedrooms · 5 beds · 2.5 baths,95968893,Rob,,Greater Geelong,-38.16183,144.57369,Entire home/apt,294,3,118,2022-03-13,1.40,1,75,0,
16882918,Home in Peterborough · ★4.74 · 3 bedrooms · 4 beds · 1.5 baths,24559720,Bonnie,,Moyne,-38.6044,142.87579,Entire home/apt,213,7,65,2022-10-04,0.80,1,54,0,
16886356,Home in Port Fairy · ★4.64 · 3 bedrooms · 4 beds · 2 baths,39308915,Louise,,Moyne,-38.38785,142.2235,Entire home/apt,290,2,33,2023-12-26,0.41,3,34,5,
16891170,Home in Ocean Grove · ★4.99 · 2 bedrooms · 4 beds · 1 bath,1533971,Nick,,Greater Geelong,-38.26988,144.51874,Entire home/apt,450,2,95,2023-06-12,1.16,1,117,5,
16897715,Home in Wye River · ★4.76 · 4 bedrooms · 5 beds · 2 baths,129562,Cindy,,Colac Otway,-38.6329007,143.8927622,Entire home/apt,736,2,67,2023-12-14,0.80,47,0,1,
16899828,Home in Portarlington · ★4.97 · 3 bedrooms · 4 beds · 1.5 baths,95059410,Jill,,Greater Geelong,-38.12036,144.6484,Entire home/apt,198,2,153,2023-11-18,1.85,1,14,19,
16902753,Rental unit in Warrnambool · ★4.07 · 3 bedrooms · 4 beds · 1 bath,52055733,Erica,,Warrnambool,-38.38516,142.47897,Entire home/apt,550,1,14,2022-04-18,0.17,4,158,0,
16964440,Home in Apollo Bay · ★4.64 · 3 bedrooms · 6 beds · 2 baths,104022814,Otway Retreats,,Colac Otway,-38.72380066,143.71600342,Entire home/apt,733,2,95,2023-11-28,1.16,65,0,15,
16977694,Guest suite in Bells Beach · ★4.76 · 1 bedroom · 1 bed · 1 bath,3004725,Claire,,Surf Coast,-38.36939,144.24955,Entire home/apt,210,1,85,2023-12-21,1.02,1,91,2,
16990631,Home in Anglesea · ★4.79 · 3 bedrooms · 8 beds · 1 bath,113786757,Charmaigne,,Surf Coast,-38.41072,144.17002,Entire home/apt,379,2,159,2023-09-17,1.90,1,238,7,
17013756,Guest suite in Lorne · ★5.0 · 2 bedrooms · 2 beds · 2 baths,15545155,Susan,,Surf Coast,-38.54462,143.96852,Private room,350,2,13,2023-11-08,0.17,1,91,1,
17042787,Guest suite in Wongarra · ★4.94 · 1 bedroom · 1 bed · 1 bath,33426170,Angelika,,Colac Otway,-38.69505,143.77191,Entire home/apt,269,2,138,2022-01-01,1.67,3,0,0,
17044343,Rental unit in Lorne · ★4.79 · 3 bedrooms · 4 beds · 2 baths,84586909,Great Ocean Road Holidays,,Surf Coast,-38.54724,143.98364,Entire home/apt,377,2,14,2022-12-14,0.17,587,150,0,
17047054,Home in Ocean Grove · ★4.67 · 3 bedrooms · 5 beds · 1 bath,29902659,Debbie Regional Escapes,,Greater Geelong,-38.26485,144.5142,Entire home/apt,446,2,6,2023-01-04,0.09,123,332,1,
17047182,Home in Warrnambool · ★4.95 · 2 bedrooms · 6 beds · 2 baths,43723382,Peter,,Warrnambool,-38.38083,142.46839,Entire home/apt,349,31,43,2023-05-05,0.62,1,70,4,
17079363,Cottage in Indented Head · ★5.0 · 3 bedrooms · 3 beds · 1.5 baths,114592185,Vicki And David,,Greater Geelong,-38.13737,144.7079,Entire home/apt,284,2,17,2023-12-02,0.28,1,316,6,
17079404,Home in Barwon Heads · 3 bedrooms · 4 beds · 2 baths,24644221,Sophie,,Greater Geelong,-38.28512,144.48929,Entire home/apt,821,7,1,2018-12-29,0.02,1,90,0,
17125202,Home in Portarlington · ★4.90 · 4 bedrooms · 7 beds · 2.5 baths,115093117,Anthony,,Greater Geelong,-38.11736,144.64468,Entire home/apt,268,3,20,2023-06-12,0.37,1,335,7,
17126134,Cottage in Bells Beach · ★4.87 · 2 bedrooms · 3 beds · 1 bath,115104757,Jacqueline And Gavin,,Surf Coast,-38.360904693603516,144.2506866455078,Entire home/apt,335,2,257,2023-12-17,3.07,3,354,30,
17142265,Home in Jan Juc · ★5.0 · 4 bedrooms · 4 beds · 2 baths,115252511,Joanne,,Surf Coast,-38.342807890905306,144.29821836346397,Entire home/apt,650,2,7,2020-03-08,0.09,1,154,0,
17158708,Home in Lorne · ★4.91 · 3 bedrooms · 5 beds · 2 baths,84586909,Great Ocean Road Holidays,,Surf Coast,-38.53231,143.97689,Entire home/apt,424,2,11,2020-02-15,0.13,587,132,0,
17160637,Home in Lorne · ★4.83 · 5 bedrooms · 6 beds · 2.5 baths,23601018,Mary,,Surf Coast,-38.5328,143.97457,Entire home/apt,900,3,12,2023-02-15,0.15,1,146,2,
17175133,Home in Apollo Bay · ★4.78 · 3 bedrooms · 5 beds · 2 baths,115554722,David,,Colac Otway,-38.74801,143.66157,Entire home/apt,240,2,120,2023-12-25,1.44,1,123,2,
17195477,Loft in Point Lonsdale · ★4.93 · 1 bedroom · 1 bed · 1 bath,41314258,Chris,,Queenscliffe,-38.27982,144.61266,Entire home/apt,250,2,68,2023-11-12,0.91,1,174,4,
17213979,Home in Camperdown · ★5.0 · 2 bedrooms · 4 beds · 1 private bath,14813803,Rebecca,,Corangamite,-38.23401,143.14747,Private room,110,2,42,2020-03-09,0.51,1,177,0,
17228583,Farm stay in Drysdale · ★4.90 · 1 bedroom · 4 beds · 1.5 baths,111163174,Elizabeth,,Greater Geelong,-38.19524,144.55801,Entire home/apt,290,2,49,2023-04-09,0.59,2,351,4,
17237722,Home in Torquay · ★4.86 · 4 bedrooms · 5 beds · 2.5 baths,116123806,Patrizia,,Surf Coast,-38.31559,144.33433,Entire home/apt,536,2,64,2023-12-02,0.78,1,292,9,
17240233,Home in Ocean Grove · ★5.0 · 4 bedrooms · 4 beds · 2.5 baths,14215150,Christine,,Greater Geelong,-38.25953,144.51152,Entire home/apt,550,4,5,2020-06-07,0.06,12,0,0,
17271311,Home in Ocean Grove · ★4.25 · 3 bedrooms · 4 beds · 2 baths,29902659,Debbie Regional Escapes,,Greater Geelong,-38.26342,144.53813,Entire home/apt,400,2,8,2022-01-21,0.10,123,1,0,
17334099,Home in Leopold · ★4.98 · 2 bedrooms · 2 beds · 1.5 baths,56153115,Janet,,Greater Geelong,-38.19407,144.47317,Entire home/apt,175,2,210,2023-10-21,2.53,1,231,33,
17337299,Home in Lorne · ★4.90 · 2 bedrooms · 3 beds · 1 bath,61493061,Kate,,Surf Coast,-38.52192,143.93819,Entire home/apt,243,2,174,2023-12-02,2.40,1,0,17,
17338203,Townhouse in Queenscliff · ★4.85 · 3 bedrooms · 5 beds · 2 baths,19085730,Andrew,,Queenscliffe,-38.26944,144.65526,Entire home/apt,420,2,72,2023-11-18,0.93,1,308,12,
17350248,Home in Portland · ★4.97 · 3 bedrooms · 4 beds · 1 bath,117229340,Sharon,,Glenelg,-38.35328,141.59168,Entire home/apt,165,2,170,2023-02-10,2.04,1,2,8,
17364502,Home in Dunkeld · ★4.64 · 2 bedrooms · 3 beds · 2 baths,34159773,Cee,,Southern Grampians,-37.65149,142.34511,Entire home/apt,360,2,28,2023-07-03,0.34,2,239,2,
17385466,Bed and breakfast in Hamilton · ★4.99 · 2 bedrooms · 3 beds · 1 private bath,117516786,Jo,,Southern Grampians,-37.76126,142.07522,Private room,140,1,139,2023-11-22,1.68,1,161,26,
17385535,Home in Fairhaven · ★4.68 · 2 bedrooms · 3 beds · 2 baths,19540125,Jessica,,Surf Coast,-38.4625,144.09484,Private room,189,1,66,2023-11-11,0.79,1,0,6,
17386489,Home in Apollo Bay · ★4.96 · 4 bedrooms · 8 beds · 2.5 baths,117528550,Dariusz,,Colac Otway,-38.75585,143.6633,Entire home/apt,414,2,74,2023-04-30,0.91,1,305,2,
17394492,Home in Belmont · ★4.93 · 1 bedroom · 1 bed · 1 private bath,32318790,Catherine,,Greater Geelong,-38.16873,144.34324,Private room,57,1,383,2023-12-26,4.70,1,115,76,
17406671,Home in Geelong West · ★4.78 · 4 bedrooms · 5 beds · 1 bath,117695691,Jennifer,,Greater Geelong,-38.1402,144.35047,Entire home/apt,,4,88,2022-09-24,1.06,1,0,0,
17438991,Home in Warrnambool · ★4.71 · 3 bedrooms · 4 beds · 2.5 baths,118009614,Clinton,,Warrnambool,-38.38969,142.48825,Entire home/apt,325,7,169,2023-06-12,2.04,1,67,5,
17461999,Home in Hamlyn Heights · ★4.97 · 4 bedrooms · 4 beds · 2 baths,118242842,Jo,,Greater Geelong,-38.12507,144.31883,Entire home/apt,486,2,86,2023-07-02,1.04,1,1,5,
17464399,Home in Torquay · ★4.95 · 4 bedrooms · 6 beds · 4.5 baths,236653440,Dean,,Surf Coast,-38.323624,144.329056,Entire home/apt,483,2,84,2023-11-06,1.11,1,51,11,
17530562,Home in Gellibrand · ★4.86 · 2 bedrooms · 3 beds · 1 bath,118886871,Deb,,Colac Otway,-38.52269,143.53906,Entire home/apt,195,1,71,2023-12-02,0.86,1,102,6,
17545498,Home in Rosebrook · ★4.67 · 2 bedrooms · 3 beds · 1 bath,24413648,Deb And Gerry,,Moyne,-38.35548,142.25407,Entire home/apt,,2,3,2020-01-26,0.04,2,0,0,
17546151,Cottage in Rosebrook · ★4.88 · 3 bedrooms · 4 beds · 1 bath,24413648,Deb And Gerry,,Moyne,-38.35502,142.25437,Entire home/apt,443,2,90,2023-10-26,1.09,2,163,17,
17559605,Rental unit in Barwon Heads · ★4.91 · 2 bedrooms · 2 beds · 1 bath,119190021,Wayne,,Greater Geelong,-38.28155,144.49105,Entire home/apt,250,2,183,2023-11-25,2.23,1,0,23,
17560072,Cottage in Hamilton · ★4.97 · 2 bedrooms · 2 beds · 1.5 baths,119194334,Kate,,Southern Grampians,-37.74444,142.04433,Entire home/apt,200,2,122,2023-12-14,1.52,1,1,18,
17572260,Rental unit in Portland · ★4.90 · 1 bedroom · 1 bed · 1 bath,119328168,Lou,,Glenelg,-38.34867,141.60525,Entire home/apt,199,1,309,2023-12-16,3.74,4,0,37,
17572702,Home in Anglesea · ★4.80 · 3 bedrooms · 5 beds · 1 bath,24342745,Jane,,Surf Coast,-38.41093,144.17063,Entire home/apt,275,2,138,2023-11-25,1.69,1,57,13,
17574789,Home in Marengo · ★4.96 · 1 bedroom · 1 bed · 1 bath,119360383,Jenny,,Colac Otway,-38.7817,143.65465,Entire home/apt,471,2,83,2023-12-02,1.15,2,161,16,
17642728,Hotel in Port Campbell · ★4.39 · 6 bedrooms · 2 beds · 2 shared baths,119680702,William,,Corangamite,-38.61942,142.99596,Hotel room,136,1,154,2023-12-09,1.88,6,74,23,
17644774,Home in Ocean Grove · ★4.75 · 2 bedrooms · 2 beds · 1 private bath,105168351,Ian,,Greater Geelong,-38.26368,144.54349,Private room,160,2,4,2018-01-28,0.05,1,0,0,
17656917,Cottage in Apollo Bay · ★4.29 · 2 bedrooms · 5 beds · 1 bath,98282819,Tony,,Colac Otway,-38.74076,143.67491,Entire home/apt,718,1,7,2023-08-28,0.11,6,239,2,
17670989,Rental unit in Port Fairy · ★4.84 · 1 bedroom · 1 bed · 1 private bath,96273392,Jane,,Moyne,-38.38683,142.23683,Private room,173,2,45,2023-05-05,0.55,1,16,2,
17685788,Home in Ocean Grove · ★4.89 · 3 bedrooms · 5 beds · 2 baths,84426841,Emily,,Greater Geelong,-38.2613,144.51028,Entire home/apt,525,4,9,2023-12-11,0.12,1,42,1,
17702261,Home in Point Lonsdale · ★4.80 · 4 bedrooms · 8 beds · 2 baths,109276256,Jessica,,Queenscliffe,-38.28933,144.60911,Entire home/apt,411,3,5,2021-11-28,0.07,1,346,0,
17718664,Home in Anglesea · ★4.94 · 6 bedrooms · 14 beds · 2 baths,22175544,Greg,,Surf Coast,-38.41528,144.17355,Entire home/apt,629,2,76,2023-11-07,1.00,1,0,14,
17733648,Hotel in Port Campbell · ★4.36 · 1 bedroom · 2 beds · 2 shared baths,119680702,William,,Corangamite,-38.61942,142.99596,Hotel room,134,1,168,2023-06-08,2.05,6,79,14,
17733919,Hotel in Port Campbell · ★4.33 · 1 bedroom · 1 bed · 2 shared baths,119680702,William,,Corangamite,-38.61942,142.99596,Hotel room,129,1,275,2023-12-08,3.38,6,0,55,
17734050,Hotel in Port Campbell · ★4.27 · 1 bedroom · 1 bed · 2 shared baths,119680702,William,,Corangamite,-38.61942,142.99596,Hotel room,129,1,253,2023-11-04,3.09,6,78,31,
17734393,Hotel in Port Campbell · ★4.35 · 1 bedroom · 1 bed · 2 shared baths,119680702,William,,Corangamite,-38.61942,142.99596,Hotel room,126,1,229,2023-11-22,2.80,6,32,10,
17738612,Cottage in Beech Forest · ★4.93 · 3 bedrooms · 4 beds · 1 bath,105241796,Tanya,,Colac Otway,-38.63398,143.56645,Entire home/apt,489,2,168,2023-12-25,2.08,3,215,14,
17741530,Home in Ocean Grove · ★4.96 · 4 bedrooms · 4 beds · 3.5 baths,120833109,Siobhan & Gez,,Greater Geelong,-38.26771,144.53921,Entire home/apt,500,2,77,2023-11-25,0.96,1,92,4,
17764580,Townhouse in Ocean Grove · ★4.91 · 2 bedrooms · 3 beds · 1 bath,47221914,Tim,,Greater Geelong,-38.26449,144.52603,Entire home/apt,300,2,91,2023-11-06,1.30,1,0,11,
17783452,Home in Ocean Grove · ★5.0 · 4 bedrooms · 4 beds · 2 baths,23321763,Jacalyn,,Greater Geelong,-38.26985,144.54486,Entire home/apt,350,5,11,2023-01-10,0.15,1,241,1,
17796059,Rental unit in Forrest · ★4.82 · 1 bedroom · 1 bed · 1 bath,4824121,Carol,,Colac Otway,-38.51319,143.72655,Entire home/apt,210,2,29,2022-01-01,0.38,2,106,0,
17831435,Home in Point Lonsdale · ★4.68 · 4 bedrooms · 4 beds · 2 baths,98096620,Kerleys Coastal Holidays,,Queenscliffe,-38.27784,144.61286,Entire home/apt,424,2,31,2023-03-04,0.39,96,128,1,
17831890,Rental unit in Warrnambool · ★4.89 · 1 bedroom · 1 bed · 1 bath,121452319,Allan & Trish,,Warrnambool,-38.38524,142.48384,Entire home/apt,210,1,75,2023-10-08,0.92,1,75,16,
17866589,Home in Point Lonsdale · ★4.71 · 3 bedrooms · 6 beds · 2 baths,98096620,Kerleys Coastal Holidays,,Queenscliffe,-38.27264,144.61821,Entire home/apt,265,2,31,2023-11-18,0.38,96,111,6,
17885472,Home in Port Fairy · ★5.0 · 3 bedrooms · 3 beds · 1.5 baths,24637988,Michelle,,Moyne,-38.38448,142.23145,Entire home/apt,285,5,51,2023-11-30,1.05,1,16,10,
17890229,Guesthouse in Hamilton · ★4.86 · 1 bedroom · 1 bed · 1 bath,122539724,Peter,,Southern Grampians,-37.76159,142.01036,Entire home/apt,149,2,153,2023-11-05,1.88,1,71,15,
17905739,Townhouse in Jan Juc · ★4.76 · 3 bedrooms · 4 beds · 1 bath,1314852,Nell,,Surf Coast,-38.34156,144.29288,Entire home/apt,197,4,49,2022-09-11,0.60,2,69,0,
17908820,Rental unit in Lorne · ★4.64 · 2 bedrooms · 3 beds · 2 baths,36908996,Wes,,Surf Coast,-38.53796,143.97232,Entire home/apt,,1,48,2020-07-12,0.63,2,0,0,
17930958,Cabin in Anglesea · ★4.96 · 2 bedrooms · 5 beds · 1.5 baths,235291,Douglas,,Surf Coast,-38.41943,144.17557,Entire home/apt,289,2,101,2023-11-25,1.24,1,0,13,
17943759,Home in Point Lonsdale · ★4.72 · 3 bedrooms · 5 beds · 2 baths,98096620,Kerleys Coastal Holidays,,Queenscliffe,-38.28603,144.60333,Entire home/apt,483,2,18,2023-04-17,0.23,96,131,3,
17944618,Home in Torquay · ★4.95 · 3 bedrooms · 3 beds · 1 bath,59663188,Cate,,Surf Coast,-38.32173,144.31822,Entire home/apt,,1,38,2023-04-30,0.53,1,0,5,
17947222,Bungalow in Warrnambool · ★4.94 · 1 bedroom · 2 beds · 1 private bath,9521305,Bill,,Warrnambool,-38.36521,142.48453,Private room,110,1,871,2023-12-17,10.64,1,116,95,
17962657,Home in Point Lonsdale · ★4.85 · 5 bedrooms · 7 beds · 2.5 baths,98096620,Kerleys Coastal Holidays,,Queenscliffe,-38.28584,144.60812,Entire home/apt,942,2,53,2023-11-25,0.66,96,133,6,
17981525,Guest suite in Lorne · ★4.93 · 1 bedroom · 1 bed · 1 bath,35275614,Karen,,Surf Coast,-38.54307,143.97092,Entire home/apt,239,2,185,2023-12-05,2.27,1,138,30,
17995578,Rental unit in Bolwarra · ★4.79 · 2 bedrooms · 3 beds · 1 bath,118945122,Alison & Alan,,Glenelg,-38.2553,141.61361,Entire home/apt,120,3,91,2023-11-06,1.11,2,166,6,
18006961,Cabin in Aireys Inlet · ★4.94 · Studio · 1 bed · 1 bath,3715439,Claudia & Will,,Surf Coast,-38.44979,144.11342,Entire home/apt,260,3,194,2023-11-06,2.78,1,7,33,
18010913,Townhouse in Torquay · ★4.95 · 2 bedrooms · 2 beds · 1.5 baths,51430167,Julie,,Surf Coast,-38.33664,144.31907,Entire home/apt,354,2,76,2023-12-26,1.02,1,101,20,
