id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
46670335,Home in Ocean Grove · 4 bedrooms · 5 beds · 2 baths,16411862,Nat,,Greater Geelong,-38.26292,144.53372,Entire home/apt,,2,0,,,1,0,0,
46683086,Home in Torquay · ★4.94 · 3 bedrooms · 3 beds · 2 baths,173429646,Sally - Airready,,Surf Coast,-38.32106,144.31464,Entire home/apt,626,2,16,2023-04-10,0.44,43,21,4,
46693821,Cottage in Codrington · ★4.88 · 2 bedrooms · 2 beds · 1 bath,3933475,Rebecca,,Moyne,-38.26525124817704,141.95262137800455,Entire home/apt,190,1,17,2023-12-24,1.40,1,68,17,
46696525,Home in Geelong West · ★4.94 · 3 bedrooms · 4 beds · 2 baths,21465808,Raelene,,Greater Geelong,-38.14248,144.3519,Entire home/apt,614,2,84,2023-12-16,2.36,4,42,18,
46696645,Home in Geelong West · ★4.97 · 3 bedrooms · 4 beds · 3 baths,21465808,Raelene,,Greater Geelong,-38.13629,144.34989,Entire home/apt,500,2,112,2023-12-18,3.06,4,159,29,
46697080,Home in Barwon Heads · ★4.91 · 4 bedrooms · 6 beds · 2.5 baths,20828490,Kelly,,Greater Geelong,-38.274498,144.487335,Entire home/apt,1006,2,23,2023-11-26,0.64,1,332,10,
46699935,Home in Torquay · 2 bedrooms · 2 beds · 1.5 baths,12161931,Alexandra,,Surf Coast,-38.32553,144.32702,Entire home/apt,,3,1,2022-01-15,0.04,1,0,0,
46701217,Home in Allansford · ★4.88 · 2 bedrooms · 3 beds · 2 baths,25326958,Annette,,Warrnambool,-38.41306,142.58518,Entire home/apt,238,2,56,2023-12-24,1.55,3,316,17,
46701365,Guesthouse in Ocean Grove · ★4.89 · 2 bedrooms · 4 beds · 1 bath,185571658,Leigh,,Greater Geelong,-38.26385,144.51192,Entire home/apt,,1,38,2023-09-30,1.05,1,0,19,
46712510,Home in Jan Juc · ★4.87 · 3 bedrooms · 3 beds · 1 bath,122105134,Andrea,,Surf Coast,-38.34975,144.29609,Entire home/apt,,2,15,2023-01-29,0.62,1,0,9,
46717316,Home in Bellarine · ★4.92 · 3 bedrooms · 3 beds · 3 baths,446431661,Eliza,,Greater Geelong,-38.14979,144.62691,Entire home/apt,680,2,25,2023-12-23,1.01,1,126,10,
46717576,Home in Torquay · ★5.0 · 4 bedrooms · 4 beds · 2.5 baths,29912108,Caz,,Surf Coast,-38.30598,144.33651,Entire home/apt,,7,4,2022-03-14,0.11,1,0,0,
46719128,Home in Aireys Inlet · ★4.93 · 4 bedrooms · 8 beds · 2.5 baths,173429646,Sally - Airready,,Surf Coast,-38.45263,144.11586,Entire home/apt,1150,2,27,2023-10-07,0.74,43,66,8,
46732515,Home in Torquay · 4 bedrooms · 4 beds · 2.5 baths,24743992,Joanne,,Surf Coast,-38.31808,144.32177,Entire home/apt,500,7,1,2021-01-08,0.03,1,174,0,
46732533,Cabin in Forrest · ★4.88 · 2 bedrooms · 6 beds · 1.5 baths,29653166,Phoebe,,Colac Otway,-38.52012,143.71298,Entire home/apt,236,2,84,2023-12-02,2.38,1,134,17,
46739101,Home in Barwon Heads · ★5.0 · 6 bedrooms · 7 beds · 2 baths,28651273,Jess,,Greater Geelong,-38.26798,144.49754,Entire home/apt,,2,6,2021-04-06,0.17,1,0,0,
46739576,Condo in Warrnambool · ★4.88 · 2 bedrooms · 3 beds · 1.5 baths,15944853,Jo,,Warrnambool,-38.38773,142.48422,Entire home/apt,,140,25,2021-07-12,0.67,1,0,0,
46754023,Guesthouse in Ocean Grove · ★4.97 · 1 bedroom · 3 beds · 1 bath,62212929,Ocean Grove Cedar Cabins,,Greater Geelong,-38.25148,144.52649,Entire home/apt,192,2,31,2023-11-19,0.83,4,0,9,
46756634,Home in Lavers Hill · ★4.80 · 4 bedrooms · 8 beds · 2 baths,143673770,Jo,,Colac Otway,-38.68352,143.38992,Entire home/apt,147,2,61,2023-09-30,1.70,1,118,19,
46757439,Townhouse in Warrnambool · ★5.0 · 2 bedrooms · 3 beds · 1.5 baths,233428193,Fiona,,Warrnambool,-38.39106,142.46968,Entire home/apt,600,4,7,2022-05-05,0.19,1,178,0,
46758685,Home in Ocean Grove · ★4.89 · 4 bedrooms · 4 beds · 2.5 baths,85476126,Andy,,Greater Geelong,-38.26347,144.51282,Entire home/apt,650,2,27,2023-04-10,0.73,1,341,6,
46762396,Guest suite in Belmont · ★4.87 · 1 bedroom · 1 bed · 1 bath,377908460,Bob,,Greater Geelong,-38.1762,144.3462,Entire home/apt,,2,83,2022-05-22,2.23,1,0,0,
46763298,Home in Jan Juc · ★4.88 · 4 bedrooms · 4 beds · 2.5 baths,51678707,Ocean Edge Holiday Rentals: Rebecca,,Surf Coast,-38.34489,144.30612,Entire home/apt,780,2,8,2022-02-28,0.22,153,85,0,
46776954,Home in Point Lonsdale · ★4.83 · 2 bedrooms · 2 beds · 1 bath,98096620,Kerleys Coastal Holidays,,Queenscliffe,-38.275101,144.617386,Entire home/apt,361,2,6,2022-09-24,0.20,96,147,0,
46777312,Home in Point Lonsdale · ★4.63 · 2 bedrooms · 3 beds · 1 bath,98096620,Kerleys Coastal Holidays,,Greater Geelong,-38.27812,144.60468,Entire home/apt,295,2,16,2023-12-09,0.45,96,90,3,
46778612,Home in Point Lonsdale · ★4.50 · 2 bedrooms · 7 beds · 2 baths,98096620,Kerleys Coastal Holidays,,Queenscliffe,-38.28868,144.61378,Entire home/apt,348,2,4,2023-02-25,0.16,96,134,1,
46783261,Rental unit in Geelong West · ★4.67 · 2 bedrooms · 2 beds · 2 baths,300875937,Raj,,Greater Geelong,-38.14404,144.34583,Entire home/apt,,3,3,2021-02-18,0.08,1,0,0,
46794569,Home in Barwon Heads · ★5.0 · 4 bedrooms · 4 beds · 2.5 baths,19752609,Simon,,Greater Geelong,-38.27312,144.49681,Entire home/apt,825,5,7,2023-01-14,0.19,1,329,2,
46795516,Home in Anglesea · ★4.88 · 2 bedrooms · 2 beds · 1 bath,16410625,Emma,,Surf Coast,-38.4027,144.18029,Entire home/apt,,5,16,2023-01-30,0.44,1,0,5,
46801338,Home in Connewarre · ★4.86 · 3 bedrooms · 6 beds · 2 baths,29902659,Debbie Regional Escapes,,Greater Geelong,-38.2776,144.44743,Entire home/apt,799,2,7,2023-09-21,0.21,123,345,3,
46802406,Home in Torquay · ★4.85 · 3 bedrooms · 3 beds · 2.5 baths,51678707,Ocean Edge Holiday Rentals: Rebecca,,Surf Coast,-38.32331,144.31947,Entire home/apt,1356,2,39,2023-03-30,1.10,153,79,2,
46803524,Guest suite in Port Fairy · ★4.50 · 1 bedroom · 1 bed · 1 bath,149491738,Hearns Accommodation,,Moyne,-38.38276,142.23319,Private room,309,1,4,2023-03-25,0.11,97,157,1,
46803535,Guest suite in Port Fairy · 1 bedroom · 1 bed · 1 bath,149491738,Hearns Accommodation,,Moyne,-38.38276,142.23319,Private room,253,1,1,2022-10-08,0.07,97,157,0,
46803822,Home in Ocean Grove · 5 bedrooms · 6 beds · 3 baths,378193730,Jill,,Greater Geelong,-38.2705,144.52045,Entire home/apt,,5,0,,,1,0,0,
46806037,Home in Torquay · ★4.95 · 4 bedrooms · 4 beds · 2.5 baths,236724809,Steven,,Surf Coast,-38.311022551142855,144.3204741928085,Entire home/apt,446,2,40,2023-12-01,1.10,1,69,15,
46820545,Home in Torquay · 4 bedrooms · 4 beds · 3 baths,29303238,C,,Surf Coast,-38.31391,144.32767,Entire home/apt,,7,2,2021-04-08,0.06,1,0,0,
46822380,Home in Barwon Heads · 3 bedrooms · 3 beds · 1 bath,22290400,Morgan,,Greater Geelong,-38.268,144.48829,Entire home/apt,,3,2,2021-01-17,0.06,1,0,0,
46823982,Home in Jan Juc · 3 bedrooms · 3 beds · 2 baths,52166486,Olivia,,Surf Coast,-38.3504,144.29816,Entire home/apt,800,7,0,,,1,88,0,
46825530,Home in Indented Head · ★4.79 · 3 bedrooms · 7 beds · 2 baths,2376749,Belinda,,Greater Geelong,-38.14026,144.70038,Entire home/apt,329,2,33,2023-04-08,0.90,1,78,4,
46839978,Guesthouse in Barwon Heads · ★5.0 · 1 bedroom · 1 bed · 1 bath,364472271,Kristen,,Greater Geelong,-38.26385,144.49128,Entire home/apt,350,3,13,2023-01-25,0.36,1,56,3,
46843978,Home in Barwon Heads · ★4.85 · 6 bedrooms · 7 beds · 2 baths,53382921,Megan,,Greater Geelong,-38.2684,144.49492,Entire home/apt,1714,2,46,2023-12-26,1.28,1,11,25,
46858270,Home in Port Fairy · 1 bedroom · 1 bed · 1 bath,49952925,Jane,,Moyne,-38.38286,142.24007,Entire home/apt,,3,2,2021-06-02,0.06,4,0,0,
46859073,Home in Princetown · ★4.83 · 3 bedrooms · 3 beds · 3 baths,3134974,Dianne,,Corangamite,-38.64116,143.13355,Entire home/apt,300,3,6,2023-01-20,0.29,2,149,3,
46861852,Hostel in Port Fairy · ★4.30 · 1 bedroom · 6 beds · 0 shared baths,301581060,YHA Australia,,Moyne,-38.38566,142.23848,Private room,314,1,10,2023-01-27,0.27,11,328,1,
46864201,Home in Lorne · ★4.96 · 4 bedrooms · 6 beds · 1 bath,80576315,Deborah,,Surf Coast,-38.52928,143.97777,Entire home/apt,850,2,49,2023-12-24,1.35,1,325,9,
46873894,Guest suite in Torquay · ★4.86 · 2 bedrooms · 2 beds · 1 bath,23838415,Melissa,,Surf Coast,-38.30688,144.33178,Entire home/apt,378,1,50,2023-12-26,1.36,1,16,17,
46874736,Guesthouse in Lorne · ★4.17 · 4 bedrooms · 6 beds · 2 baths,84586909,Great Ocean Road Holidays,,Surf Coast,-38.54726,143.9745,Private room,447,2,6,2021-07-10,0.17,587,156,0,
46880866,Home in Drumcondra · 3 bedrooms · 4 beds · 2 baths,7707571,Colette,,Greater Geelong,-38.13107,144.35638,Entire home/apt,,7,0,,,1,0,0,
46882057,Home in Ocean Grove · ★4.96 · 2 bedrooms · 2 beds · 1 bath,378432576,Sarah,,Greater Geelong,-38.26844,144.51511,Entire home/apt,500,2,76,2023-12-10,2.08,1,143,23,
46882879,Home in Torquay · ★5.0 · 5 bedrooms · 5 beds · 3 baths,31572626,Melissa,,Surf Coast,-38.31295,144.32152,Entire home/apt,531,7,6,2023-01-17,0.17,1,59,3,
46885750,Cottage in Port Fairy · ★4.93 · 2 bedrooms · 3 beds · 2 baths,85390445,Simon,,Moyne,-38.36665,142.23412,Entire home/apt,325,3,89,2023-11-07,2.43,2,74,15,
46886671,Guesthouse in Port Fairy · ★4.90 · 1 bedroom · 1 bed · 1 bath,85390445,Simon,,Moyne,-38.36851,142.23214,Entire home/apt,270,2,87,2023-12-26,2.39,2,78,15,
46888979,Home in Indented Head · ★4.84 · 4 bedrooms · 7 beds · 1 bath,375702126,Lauren,,Greater Geelong,-38.13074,144.70337,Entire home/apt,,2,56,2023-12-11,1.54,1,0,10,
46895834,Camper/RV in Portarlington · ★5.0 · 2 beds · 0 baths,19965254,Anna,,Greater Geelong,-38.11926,144.66,Entire home/apt,150,4,3,2021-01-11,0.08,2,360,0,
46906412,Home in Lorne · ★4.52 · 3 bedrooms · 4 beds · 2 baths,84586909,Great Ocean Road Holidays,,Surf Coast,-38.53228,143.96754,Entire home/apt,529,2,21,2023-04-10,0.62,587,46,2,
46907579,Home in Jan Juc · ★4.82 · 3 bedrooms · 4 beds · 2 baths,60256523,Kat,,Surf Coast,-38.34178,144.296,Entire home/apt,527,5,11,2022-03-13,0.30,1,81,0,
46908331,Home in Ocean Grove · ★4.93 · 4 bedrooms · 7 beds · 4.5 baths,91435876,Stay Exclusive,,Greater Geelong,-38.26548,144.54699,Entire home/apt,1189,2,60,2023-12-03,1.65,11,300,20,
46908525,Home in Anglesea · ★5.0 · 4 bedrooms · 4 beds · 3.5 baths,59070633,Jane,,Surf Coast,-38.41336,144.18182,Entire home/apt,2286,2,12,2021-04-26,0.33,1,57,0,
46909545,Home in Lorne · ★5.0 · 3 bedrooms · 3 beds · 2 baths,5595353,Clare,,Surf Coast,-38.53193,143.97548,Entire home/apt,,5,3,2021-01-23,0.08,1,0,0,
46910567,Home in Grassmere · ★4.79 · 4 bedrooms · 8 beds · 2 baths,240944949,Jai,,Moyne,-38.2815,142.52628,Entire home/apt,573,2,28,2023-09-30,0.78,1,15,6,
46923521,Home in Aireys Inlet · 4 bedrooms · 6 beds · 2 baths,98362024,Great Ocean Retreats,,Surf Coast,-38.45637,144.10524,Entire home/apt,625,2,2,2022-10-08,0.06,113,354,0,
46923927,Home in Anglesea · ★4.75 · 5 bedrooms · 6 beds · 3 baths,98362024,Great Ocean Retreats,,Surf Coast,-38.40712,144.17006,Entire home/apt,600,2,4,2023-05-27,0.16,113,315,2,
46924221,Home in Anglesea · ★4.80 · 3 bedrooms · 7 beds · 3 baths,98362024,Great Ocean Retreats,,Surf Coast,-38.425781,144.175995,Entire home/apt,500,2,5,2023-02-07,0.14,113,339,1,
46927883,Barn in Apollo Bay · ★4.99 · 1 bed · 1 bath,47512101,Danielle,,Colac Otway,-38.74078,143.62215,Entire home/apt,250,2,94,2023-09-17,2.82,1,46,16,
46932866,Home in Torquay · ★5.0 · 4 bedrooms · 3 beds · 2.5 baths,106048309,Larissa,,Surf Coast,-38.31125,144.33371,Entire home/apt,993,3,27,2023-12-24,0.74,1,85,7,
46944343,Home in Clifton Springs · ★4.93 · 4 bedrooms · 7 beds · 3 baths,253978768,Simon,,Greater Geelong,-38.15825,144.57325,Entire home/apt,483,2,42,2023-11-25,1.16,1,342,8,
46950780,Home in Torquay · ★4.96 · 3 bedrooms · 4 beds · 2 baths,436105044,Airready,,Surf Coast,-38.32153,144.3252,Entire home/apt,879,2,141,2023-12-19,3.83,67,0,56,
46950998,Farm stay in Lorne · ★5.0 · 4 bedrooms · 4 beds · 2.5 baths,84586909,Great Ocean Road Holidays,,Surf Coast,-38.54918,143.9576,Entire home/apt,700,2,5,2022-09-19,0.17,587,0,0,
46951820,Home in Ocean Grove · ★5.0 · 2 bedrooms · 3 beds · 3 baths,209645071,Eloise,,Greater Geelong,-38.27139,144.54557,Entire home/apt,650,5,9,2023-01-01,0.25,1,170,1,
46953343,Hotel in Princetown · 1 bedroom · 1 bed · 1 private bath,200516071,Liang,,Corangamite,-38.63476,143.11189,Private room,370,1,2,2022-07-01,0.09,12,344,0,
46953938,Home in Ocean Grove · ★4.93 · 4 bedrooms · 4 beds · 2.5 baths,118954521,Sammy,,Greater Geelong,-38.25651,144.51704,Entire home/apt,593,3,14,2023-01-05,0.38,1,26,1,
46954805,Home in Port Fairy · ★4.83 · 7 bedrooms · 10 beds · 3 baths,68601670,Langleys Accommodation,,Moyne,-38.370583,142.248901,Entire home/apt,906,2,6,2023-12-09,0.27,112,109,2,
46956764,Hotel in Princetown · ★4.50 · 1 bedroom · 2 beds · 1 private bath,200516071,Liang,,Corangamite,-38.63431,143.11181,Private room,400,1,4,2023-05-23,0.17,12,358,1,
46956794,Home in Warrnambool · ★5.0 · 4 bedrooms · 4 beds · 2 baths,59694651,Andrea,,Warrnambool,-38.37735,142.47751,Entire home/apt,,4,5,2022-01-11,0.14,1,0,0,
46957195,Hotel in Princetown · ★4.75 · 2 bedrooms · 3 beds · 1 private bath,200516071,Liang,,Corangamite,-38.63646,143.11059,Private room,434,1,4,2023-01-22,0.11,12,334,1,
46957477,Guesthouse in Princetown · ★4.25 · 1 bedroom · 1 bed · 1 bath,200516071,Liang,,Corangamite,-38.63598,143.1102,Entire home/apt,408,1,4,2023-05-22,0.16,12,349,1,
46957622,Guesthouse in Princetown · ★4.13 · 1 bedroom · 1 bed · 1 bath,200516071,Liang,,Corangamite,-38.63477,143.10985,Entire home/apt,409,1,16,2022-04-22,0.44,12,354,0,
46957924,Hotel in Princetown · ★3.80 · 1 bedroom · 1 bed · 1 private bath,200516071,Liang,,Corangamite,-38.63586,143.11145,Private room,380,1,5,2023-06-06,0.19,12,355,2,
46972350,Home in Wye River · ★4.27 · 3 bedrooms · 4 beds · 2 baths,84586909,Great Ocean Road Holidays,,Colac Otway,-38.63255,143.89315,Entire home/apt,494,2,33,2023-11-07,0.93,587,134,6,
46995264,Home in Point Lonsdale · ★4.60 · 5 bedrooms · 7 beds · 2 baths,378541106,Lucy,,Queenscliffe,-38.2757,144.61655,Entire home/apt,,2,5,2022-01-18,0.14,1,0,0,
46996918,Home in Torquay · ★4.67 · 4 bedrooms · 4 beds · 2.5 baths,379898126,Kathryn,,Surf Coast,-38.31057,144.323,Entire home/apt,,3,3,2023-01-01,0.08,1,0,1,
47007244,Home in Leopold · ★4.85 · 4 bedrooms · 5 beds · 2 baths,377414351,Catherine,,Greater Geelong,-38.17603,144.46357,Entire home/apt,440,5,13,2023-09-01,0.36,1,361,3,
47012017,Guesthouse in Wandana Heights · ★4.97 · 1 bedroom · 1 bed · 1 bath,38127507,Sue,,Greater Geelong,-38.17891,144.29849,Entire home/apt,144,1,153,2023-12-16,4.19,1,0,60,
47029332,Home in Torquay · 4 bedrooms · 4 beds · 2.5 baths,23198026,Jennifer,,Surf Coast,-38.30908,144.348,Entire home/apt,,4,2,2021-04-05,0.05,1,0,0,
47030542,Rental unit in Apollo Bay · ★4.74 · 3 bedrooms · 4 beds · 2 baths,104022814,Otway Retreats,,Colac Otway,-38.75780106,143.66900635,Entire home/apt,726,2,31,2023-11-18,0.85,65,263,8,
47034961,Home in Portarlington · ★4.85 · 3 bedrooms · 2 baths,339324618,Le-Hoa,,Greater Geelong,-38.11703,144.64227,Entire home/apt,264,2,72,2023-12-09,2.04,1,222,29,
47035421,Home in Apollo Bay · ★4.77 · 2 bedrooms · 4 beds · 2 baths,57816500,Justine,,Colac Otway,-38.74588,143.67079,Entire home/apt,269,5,61,2023-12-14,1.80,1,79,23,
47038392,Home in Apollo Bay · ★4.75 · 2 bedrooms · 2 beds · 1 bath,84586909,Great Ocean Road Holidays,,Colac Otway,-38.70494,143.68356,Entire home/apt,212,2,4,2022-04-03,0.14,587,168,0,
47042309,Home in Casterton · ★4.98 · 3 bedrooms · 4 beds · 1.5 baths,380262864,Sarah,,Glenelg,-37.59212,141.39357,Entire home/apt,165,2,63,2023-12-19,1.72,1,152,21,
47063205,Home in Yuulong · ★4.73 · 3 bedrooms · 3 beds · 2 baths,380395274,Vince + Sophie,,Corangamite,-38.74654,143.26898,Entire home/apt,364,2,51,2023-07-08,1.41,1,328,12,
47063576,Home in Grovedale · ★4.31 · 1 bedroom · 1 bed · 5 shared baths,34570204,Jessie,,Greater Geelong,-38.2071,144.33029,Private room,66,1,16,2023-04-09,0.44,3,363,3,
47076347,Home in Wye River · ★4.67 · 3 bedrooms · 4 beds · 2 baths,84586909,Great Ocean Road Holidays,,Colac Otway,-38.63778,143.8907,Entire home/apt,735,2,21,2023-02-19,0.59,587,144,1,
47077407,Townhouse in Apollo Bay · ★4.98 · 3 bedrooms · 4 beds · 2 baths,380488487,Merrilyn And Jane,,Colac Otway,-38.74723,143.66834,Entire home/apt,,2,89,2023-11-15,2.46,1,0,35,
47077495,Rental unit in Port Fairy · ★4.91 · 1 bedroom · 2 beds · 1 bath,380380897,Sioban,,Moyne,-38.3822,142.23411,Entire home/apt,259,1,110,2023-12-22,3.01,3,136,52,
47079695,Home in Torquay · ★4.25 · 3 bedrooms · 6 beds · 2 baths,27686295,David,,Surf Coast,-38.31802,144.33104,Entire home/apt,,2,4,2021-04-07,0.11,2,0,0,
47081501,Home in Torquay · ★4.60 · 4 bedrooms · 6 beds · 3 baths,51748440,Reservations Team,,Surf Coast,-38.323841,144.324493,Entire home/apt,860,2,5,2021-04-09,0.14,136,1,0,
47084340,Farm stay in Sugarloaf · ★5.0 · 1 bedroom · 2 beds · 2 shared baths,10814850,Sam,,Colac Otway,-38.69544,143.80099,Private room,295,1,5,2023-11-14,0.20,26,54,4,
47108630,Condo in Lorne · ★4.77 · 2 bedrooms · 4 beds · 1 bath,380662208,Kaylene,,Surf Coast,-38.54263,143.97538,Entire home/apt,600,2,87,2023-12-10,2.50,1,216,29,
47124206,Home in Warrnambool · ★4.99 · 2 bedrooms · 2 beds · 2 baths,60583780,Alison,,Warrnambool,-38.38378,142.47382,Entire home/apt,368,2,85,2023-11-05,2.34,2,134,16,
47129260,Home in Ocean Grove · ★4.92 · 3 bedrooms · 2 beds · 1.5 baths,9549033,Dean,,Greater Geelong,-38.26081,144.55346,Entire home/apt,,1,13,2022-05-15,0.35,1,0,0,
47145800,Home in Port Fairy · ★4.78 · 3 bedrooms · 4 beds · 1.5 baths,33096608,Kristen,,Moyne,-38.3819,142.23248,Entire home/apt,407,2,97,2023-12-21,2.66,1,60,26,
47146629,Cottage in Torquay · ★4.96 · 1 bedroom · 1 bed · 1 bath,8818821,Rebecca,,Surf Coast,-38.30083,144.32839,Entire home/apt,529,2,25,2023-03-13,0.69,1,256,5,
47147339,Guesthouse in Mortlake · ★4.67 · 1 bedroom · 1 bed · 1 private bath,376827591,Bruce,,Moyne,-38.08113,142.80699,Private room,135,2,3,2022-03-14,0.08,4,365,0,
47160539,Home in Port Fairy · ★4.73 · 3 bedrooms · 3 beds · 2.5 baths,68601670,Langleys Accommodation,,Moyne,-38.38444,142.23655,Entire home/apt,493,2,11,2023-11-07,0.31,112,138,1,
47160637,Home in Torquay · ★4.68 · 3 bedrooms · 6 beds · 2.5 baths,436105044,Airready,,Surf Coast,-38.31439,144.34121,Entire home/apt,650,2,40,2023-12-02,1.10,67,0,15,
47160845,Home in Port Fairy · ★4.67 · 3 bedrooms · 4 beds · 1 bath,68601670,Langleys Accommodation,,Moyne,-38.376266,142.244019,Entire home/apt,418,2,6,2022-06-13,0.17,112,147,0,
47161887,Bungalow in Mount Duneed · 1 bedroom · 1 bed · 1 private bath,42871403,Renée,,Greater Geelong,-38.22314,144.32318,Private room,110,3,0,,,2,87,0,
47162046,Guest suite in Port Fairy · ★4.87 · 1 bedroom · 1 bath,380380897,Sioban,,Moyne,-38.38191,142.23272,Entire home/apt,220,3,95,2023-11-11,2.61,3,162,24,
47163058,Guest suite in Port Fairy · ★4.89 · 1 bedroom · 1 bath,380380897,Sioban,,Moyne,-38.38239,142.23253,Entire home/apt,220,1,149,2023-12-03,4.08,3,135,54,
47177497,Home in Lorne · ★4.87 · 3 bedrooms · 3 beds · 1 bath,84586909,Great Ocean Road Holidays,,Surf Coast,-38.52964,143.97588,Entire home/apt,383,2,15,2022-11-20,0.47,587,147,0,
47177711,Home in Torquay · ★5.0 · 4 bedrooms · 7 beds · 3 baths,224927216,Amber,,Surf Coast,-38.31803,144.31504,Entire home/apt,688,3,10,2023-01-11,0.28,1,16,2,
47178598,Home in Torquay · ★4.91 · 3 bedrooms · 3 beds · 2.5 baths,436105044,Airready,,Surf Coast,-38.31902,144.31721,Entire home/apt,624,2,23,2023-01-06,0.63,67,49,3,
47180601,Home in Apollo Bay · ★3.0 · 3 bedrooms · 6 beds · 2 baths,84586909,Great Ocean Road Holidays,,Colac Otway,-38.76037,143.67023,Entire home/apt,329,2,3,2023-08-18,0.10,587,104,2,
47181977,Townhouse in Ocean Grove · ★4.94 · 3 bedrooms · 4 beds · 2.5 baths,100060892,Robyn,,Greater Geelong,-38.25599,144.50961,Entire home/apt,329,2,18,2023-11-18,0.50,1,236,5,
47184497,Home in Leopold · ★4.92 · 3 bedrooms · 4 beds · 2 baths,84149230,Ewa,,Greater Geelong,-38.18772,144.46486,Entire home/apt,200,2,26,2023-12-22,0.72,1,45,5,
47185444,Townhouse in Geelong West · ★4.49 · 1 bedroom · 1 bed · 1 bath,53483056,Haven Retreat,,Greater Geelong,-38.13944,144.34029,Entire home/apt,192,2,49,2023-10-26,1.35,26,175,8,
47200098,Townhouse in Ocean Grove · ★5.0 · 4 bedrooms · 5 beds · 2 baths,29902659,Debbie Regional Escapes,,Greater Geelong,-38.26313,144.52735,Entire home/apt,975,2,8,2023-10-01,0.22,123,140,3,
47218003,Home in Ocean Grove · 2 bedrooms · 4 beds · 2 baths,45764625,Ollie,,Greater Geelong,-38.26575,144.5217,Entire home/apt,350,7,1,2021-01-21,0.03,1,0,0,
47224200,Home in Lorne · 3 bedrooms · 5 beds · 2 baths,98384524,Smyth Real Estate,,Surf Coast,-38.52885,143.9759,Entire home/apt,500,7,1,2023-01-07,0.08,30,15,1,
47228956,Guesthouse in Mortlake · ★4.33 · 1 bedroom · 1 bed · 1 private bath,376827591,Bruce,,Moyne,-38.08176,142.80739,Private room,135,2,6,2023-11-04,0.18,4,365,2,
47258037,Hotel in Geelong · ★4.50 · 1 bedroom · 1 bed · 2 shared baths,168066985,Nicholas,,Greater Geelong,-38.14961,144.36199,Private room,87,2,12,2023-04-26,0.33,42,174,5,
47292373,Home in Geelong West · ★4.88 · 2 bedrooms · 1 bed · 2 baths,118583579,Diego,,Greater Geelong,-38.14416,144.33575,Private room,78,2,16,2023-10-20,0.44,1,269,3,
47295586,Guest suite in Torquay · ★4.96 · 1 bedroom · 1 bed · 1 private bath,381874874,Angela,,Surf Coast,-38.33426,144.32,Private room,236,1,67,2023-12-16,1.88,1,16,25,
47298038,Guesthouse in Ocean Grove · 2 bedrooms · 3 beds · 1.5 baths,29902659,Debbie Regional Escapes,,Greater Geelong,-38.26973,144.52158,Entire home/apt,350,2,2,2022-12-27,0.06,123,343,1,
47298124,Home in Ocean Grove · ★4.75 · 4 bedrooms · 5 beds · 2 baths,161159080,Jon,,Greater Geelong,-38.26382,144.54413,Entire home/apt,1357,2,4,2022-01-01,0.11,1,328,0,
47298222,Guesthouse in Marengo · ★4.99 · 1 bedroom · 1 bed · 1 bath,381899699,Anja,,Colac Otway,-38.77053,143.65819,Entire home/apt,241,2,149,2023-12-22,4.10,1,108,57,
47300362,Rental unit in Warrnambool · 4 bedrooms · 4 beds · 1 bath,52055733,Erica,,Warrnambool,-38.38452,142.48034,Entire home/apt,600,1,1,2022-12-27,0.08,4,158,1,
47315454,Home in Apollo Bay · ★4.79 · 3 bedrooms · 4 beds · 1 bath,382061191,Cam,,Colac Otway,-38.7557,143.66171,Entire home/apt,189,2,52,2023-09-30,1.47,1,185,9,
47317442,Home in Apollo Bay · ★4.29 · 3 bedrooms · 3 beds · 1 bath,84586909,Great Ocean Road Holidays,,Colac Otway,-38.75331,143.65917,Entire home/apt,338,2,17,2023-09-30,0.48,587,173,3,
47317465,Home in Apollo Bay · ★4.40 · 3 bedrooms · 4 beds · 1 bath,84586909,Great Ocean Road Holidays,,Colac Otway,-38.74456,143.67155,Entire home/apt,259,2,5,2022-05-17,0.14,587,3,0,
47321506,Home in Torquay · ★4.98 · 2 bedrooms · 2 beds · 1 bath,376694512,Mary,,Surf Coast,-38.3248,144.32733,Entire home/apt,657,3,41,2023-11-18,1.15,1,352,10,
47323259,Home in Ocean Grove · ★4.50 · 3 bedrooms · 4 beds · 1 bath,248786570,Clair,,Greater Geelong,-38.2585,144.51808,Entire home/apt,405,2,28,2023-11-25,0.77,1,174,6,
47338573,Villa in Port Fairy · ★4.75 · 3 bedrooms · 5 beds · 2 baths,34420615,Theodora,,Moyne,-38.38759,142.21824,Entire home/apt,536,1,44,2023-12-16,1.24,4,200,8,
47338767,Nature lodge in Apollo Bay · ★4.91 · 1 bedroom · 1 bed · 1 private bath,382215649,Caterina,,Colac Otway,-38.78321,143.63487,Private room,200,2,22,2023-06-12,0.62,1,140,7,
47342744,Home in Lorne · 5 bedrooms · 8 beds · 3.5 baths,68762970,Luke,,Surf Coast,-38.53832,143.96649,Entire home/apt,,2,2,2021-02-21,0.06,1,0,0,
